ethnicity,sex,age,label,url,x_pca_3,y_pca_3,z_pca_3
bipoc,female,adult,fear,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0MwMgspcIIF1ew6,-0.14530235173606015,-0.1429267837408167,0.028591877987075666
bipoc,female,child,fear,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bHrOB3j3PtW4R0i,-0.10245296938152929,-0.32102249434208063,0.22537379306878735
bipoc,male,adult,fear,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8B72pKihkAZkIFU,-0.21850207076529876,0.3037014188992097,0.17085477952243763
bipoc,male,child,fear,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9mlWGWUpvpQZa5M,-0.34766647816177626,0.6172445965307529,0.3832500316321186
white,female,adult,fear,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_e38mxw6nO1WY6Cq,-0.09667327664674809,-0.192221161907728,0.23067351909165562
white,female,child,fear,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_cBJFYlMueaaR03k,-0.08956563389864726,-0.4335128140548539,0.2940933696054992
white,male,adult,fear,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_4Z1hhf1G3PvXBci,-0.09483982799441278,-0.4299312632796657,0.3568766822433468
white,male,child,fear,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9mNPsRAgBbHenPM,-0.08227047030285019,-0.32711354238937357,0.3329742565696907
bipoc,female,adult,happiness,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0GtSGAki0COJYO2,0.7360329421868987,0.14409107714378813,0.03658092311350174
bipoc,female,child,happiness,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_e2tmtlm0JLZje0S,0.43810513838565035,0.08956017669802575,-0.16979904159814288
bipoc,male,adult,happiness,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_agxa9UIrTk07jxQ,0.6587345975521524,0.13631455246844826,0.003406478395862239
bipoc,male,child,happiness,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_d060VdjZY82W38W,0.8477475352203598,0.19633617574115522,0.04941143078735575
white,female,adult,happiness,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_57Gr1XAHK9uhWES,0.7937270438407917,0.1821524608833524,0.04362032082396493
white,female,child,happiness,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_d5NMiWqa2jpUDLo,0.7698411325630715,0.15406768257000994,0.052220708529897415
white,male,adult,happiness,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_3NR7AkPxBUkdOQe,0.826676719881014,0.19204832725141327,0.041816167423003724
white,male,child,happiness,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_eWnGys8SLE5J3Cu,0.8260866659667799,0.19281082914546305,0.027306287916972524
bipoc,female,adult,neutral,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8Bsr2LNg85rxVgW,-0.11248724238869866,-0.040115284817753505,-0.4415600471982887
bipoc,female,child,neutral,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_dmqopZwVD7uBVVY,0.11292737864599411,0.00015097267768344764,-0.31802275861091556
bipoc,male,adult,neutral,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_2ubTkbpnURV3shw,-0.14541017144035256,0.0752092416955564,-0.25373412640455756
bipoc,male,child,neutral,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bJGSnsoGjBoS3VY,-0.12643239418954566,-0.07221290363746838,-0.4570457062248549
white,female,adult,neutral,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_87jMTnzp24Gs0US,0.03079649379311957,-0.028337003694542017,-0.35966412739018966
white,female,child,neutral,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_ePc7Ntc4cXqTP70,-0.08735935888533566,-0.052638241367347995,-0.4579183962817024
white,male,adult,neutral,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_1X1sCzklzGvx2tg,-0.11268350014062582,-0.022648565873557232,-0.4112758664078687
white,male,child,neutral,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6EA9nLCkNjdA69M,-0.12129553732641707,-0.1304702856724841,-0.2743364634243031
bipoc,female,adult,sadness,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6A6ANrMmpt0lXFQ,-0.20966677278281146,0.11430193259391316,-0.026096767208316923
bipoc,female,child,sadness,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6AkMWXDnyOPXs6a,-0.18291746324127062,0.22075276039510686,0.12095248947004848
bipoc,male,adult,sadness,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0pvcXJMnnou5XxA,-0.360295600149569,0.6496406021674707,0.3943348381629956
bipoc,male,child,sadness,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_7365JYEsalfFK3c,-0.29320922671930066,0.48668526775268445,0.24519417173669536
white,female,adult,sadness,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_4ObHALgYpr6zhn8,-0.3447212917800061,0.5913402782946697,0.31032923249414235
white,female,child,sadness,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_4ZMiIx0eAUH9slo,-0.2006094633806913,0.12247130849968059,-0.1703085906478963
white,male,adult,sadness,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8AHT36OY3USaPe6,-0.1424094878448638,-0.010482379193223394,-0.12127053675059261
white,male,child,sadness,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_cSZwt3HTocE50jk,-0.36218096102808295,0.6410439998475493,0.35332749930137
bipoc,female,adult,surprise,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_aXfd0rmn8jfxoQ6,-0.034002752119936905,-0.5455462897208476,0.4535517331464771
bipoc,female,child,surprise,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9Gq0h87bY58MZSu,0.4871222779791331,-0.10673490078107666,0.2413144866752736
bipoc,male,adult,surprise,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_268vZXyUpVDK6MK,-0.02149438347201908,-0.2925039598321028,0.21647377512335425
bipoc,male,child,surprise,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0V7AZ7Xi8jOjmXY,-0.0877148870179443,-0.5182669813262766,0.4276573795521918
white,female,adult,surprise,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_eeAoCMWS4pQvliK,-0.04660299357864881,-0.4295918970913594,0.3206148816649804
white,female,child,surprise,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_eG4lj9qMfU2nUFg,0.11450421599232252,-0.34197470350293774,0.32777468392286885
white,male,adult,surprise,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_eIZrStbqVC3oHTo,-0.06665869576926375,-0.6014381915644181,0.5092944675685026
white,male,child,surprise,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_87ffNHa08KiAYbI,-0.09735703496308956,-0.2486813040330384,0.03335690120695828
bipoc,female,adult,uncertain,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bHLXUfPyLDklutg,0.48466596702845005,0.09260783608313575,-0.006609988184252539
bipoc,female,child,uncertain,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0MzywJJUHEiadCe,0.673490748776959,0.16609606944902397,0.04091739601463582
bipoc,male,adult,uncertain,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bw6Y8TC4DgP7vAq,-0.11182797672344684,-0.08344952578736745,-0.06345299033199864
bipoc,male,child,uncertain,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_5yvfzLfqBDAE8XY,-0.058087059966623084,-0.06920581780561941,-0.06522598014888482
white,female,adult,uncertain,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_a64Cxa5gtL3OHKS,-0.06359719523333288,-0.22403726612377356,0.08389345229086481
white,female,child,uncertain,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_beic5cGPkQFDmhU,-0.08935453258382653,-0.03302601903671916,-0.16054975026178298
white,male,adult,uncertain,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8oGUDKsFJy6Upeu,-0.05939051728319331,-0.04425649388605882,-0.05146673267318368
white,male,child,uncertain,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9tcpk2rnvGGXq7A,-0.04414829008808391,-0.03465907020427726,-0.23164211951466634
